"","participant_number","version","family_languages.1","english_first_language","eng_first_language_and_other","eng_not_first_language","age","gender","years_studying_spanish","current_class","university","other_language_study","other_languages","prompt","rating","question_type"
"3126",98,1,"",1,"","",18,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3127",98,1,"",1,"","",18,1,5,3,"UW",2,"","acceptable_mo2lingualism",3,NA
"3128",98,1,"",1,"","",18,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3129",98,1,"",1,"","",18,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3130",98,1,"",1,"","",18,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3131",98,1,"",1,"","",18,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3132",98,1,"",1,"","",18,1,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3133",98,1,"",1,"","",18,1,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3134",98,1,"",1,"","",18,1,5,3,"UW",2,"","become_bilingual.1",1,NA
"3135",98,1,"",1,"","",18,1,5,3,"UW",2,"","family_languages",2,NA
"3136",99,1,"",1,"","",18,1,5,3,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"3137",99,1,"",1,"","",18,1,5,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3138",99,1,"",1,"","",18,1,5,3,"UW",2,"","interesting_spanish_cultures",5,"semi_affected_questions"
"3139",99,1,"",1,"","",18,1,5,3,"UW",2,"","interesting_studying_languages",4,"semi_affected_questions"
"3140",99,1,"",1,"","",18,1,5,3,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"3141",99,1,"",1,"","",18,1,5,3,"UW",2,"","valuable",5,"most_interested_qs"
"3142",99,1,"",1,"","",18,1,5,3,"UW",2,"","no_accent",5,"most_interested_qs"
"3143",99,1,"",1,"","",18,1,5,3,"UW",2,"","important_spanish",4,"most_interested_qs"
"3144",99,1,"",1,"","",18,1,5,3,"UW",2,"","beautiful",5,"semi_affected_questions"
"3145",99,1,"",1,"","",18,1,5,3,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"3146",99,1,"",1,"","",18,1,5,3,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"3147",99,1,"",1,"","",18,1,5,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3148",99,1,"",1,"","",18,1,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3149",99,1,"",1,"","",18,1,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3150",99,1,"",1,"","",18,1,5,3,"UW",2,"","like_langauges",4,"semi_affected_questions"
"3151",99,1,"",1,"","",18,1,5,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3152",99,1,"",1,"","",18,1,5,3,"UW",2,"","like_spanish",5,"semi_affected_questions"
"3153",99,1,"",1,"","",18,1,5,3,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"3154",99,1,"",1,"","",18,1,5,3,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"3155",99,1,"",1,"","",18,1,5,3,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"3156",99,1,"",1,"","",18,1,5,3,"UW",2,"","outside_engagement",3,"least_affected_questions"
"3157",99,1,"",1,"","",18,1,5,3,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"3158",99,1,"",1,"","",18,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3159",99,1,"",1,"","",18,1,5,3,"UW",2,"","acceptable_mo2lingualism",2,NA
"3160",99,1,"",1,"","",18,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3161",99,1,"",1,"","",18,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3162",99,1,"",1,"","",18,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3163",99,1,"",1,"","",18,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3164",99,1,"",1,"","",18,1,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3165",99,1,"",1,"","",18,1,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3166",99,1,"",1,"","",18,1,5,3,"UW",2,"","become_bilingual.1",1,NA
"3167",99,1,"",1,"","",18,1,5,3,"UW",2,"","family_languages",2,NA
"3168",100,1,"",1,"","",19,2,5,3,"UW",2,"","fun_studying_languages",5,"semi_affected_questions"
"3169",100,1,"",1,"","",19,2,5,3,"UW",2,"","boring_spanish_class",5,"semi_affected_questions"
"3170",100,1,"",1,"","",19,2,5,3,"UW",2,"","interesting_spanish_cultures",5,"semi_affected_questions"
"3171",100,1,"",1,"","",19,2,5,3,"UW",2,"","interesting_studying_languages",5,"semi_affected_questions"
"3172",100,1,"",1,"","",19,2,5,3,"UW",2,"","difficult_classroom_learning",2,"least_affected_questions"
"3173",100,1,"",1,"","",19,2,5,3,"UW",2,"","valuable",5,"most_interested_qs"
"3174",100,1,"",1,"","",19,2,5,3,"UW",2,"","no_accent",4,"most_interested_qs"
"3175",100,1,"",1,"","",19,2,5,3,"UW",2,"","important_spanish",5,"most_interested_qs"
"3176",100,1,"",1,"","",19,2,5,3,"UW",2,"","beautiful",2,"semi_affected_questions"
"3177",100,1,"",1,"","",19,2,5,3,"UW",2,"","codeswitch_rude",3,"most_interested_qs"
"3178",100,1,"",1,"","",19,2,5,3,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"3179",100,1,"",1,"","",19,2,5,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3180",100,1,"",1,"","",19,2,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3181",100,1,"",1,"","",19,2,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3182",100,1,"",1,"","",19,2,5,3,"UW",2,"","like_langauges",5,"semi_affected_questions"
"3183",100,1,"",1,"","",19,2,5,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3184",100,1,"",1,"","",19,2,5,3,"UW",2,"","like_spanish",5,"semi_affected_questions"
"3185",100,1,"",1,"","",19,2,5,3,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"3186",100,1,"",1,"","",19,2,5,3,"UW",2,"","communicating_spanish_speakers",5,"semi_affected_questions"
"3187",100,1,"",1,"","",19,2,5,3,"UW",2,"","excited_spanish_class",5,"least_affected_questions"
"3188",100,1,"",1,"","",19,2,5,3,"UW",2,"","outside_engagement",4,"least_affected_questions"
"3189",100,1,"",1,"","",19,2,5,3,"UW",2,"","spanish_favorite_class",5,"least_affected_questions"
"3190",100,1,"",1,"","",19,2,5,3,"UW",2,"","worldview",3,"semi_affected_questions"
"3191",100,1,"",1,"","",19,2,5,3,"UW",2,"","acceptable_mo2lingualism",2,NA
"3192",100,1,"",1,"","",19,2,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3193",100,1,"",1,"","",19,2,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3194",100,1,"",1,"","",19,2,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3195",100,1,"",1,"","",19,2,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3196",100,1,"",1,"","",19,2,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3197",100,1,"",1,"","",19,2,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3198",100,1,"",1,"","",19,2,5,3,"UW",2,"","become_bilingual.1",1,NA
"3199",100,1,"",1,"","",19,2,5,3,"UW",2,"","family_languages",2,NA
"3200",101,1,"",1,"","",19,1,5,3,"UW",2,"","fun_studying_languages",3,"semi_affected_questions"
"3201",101,1,"",1,"","",19,1,5,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3202",101,1,"",1,"","",19,1,5,3,"UW",2,"","interesting_spanish_cultures",4,"semi_affected_questions"
"3203",101,1,"",1,"","",19,1,5,3,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"3204",101,1,"",1,"","",19,1,5,3,"UW",2,"","difficult_classroom_learning",4,"least_affected_questions"
"3205",101,1,"",1,"","",19,1,5,3,"UW",2,"","valuable",5,"most_interested_qs"
"3206",101,1,"",1,"","",19,1,5,3,"UW",2,"","no_accent",4,"most_interested_qs"
"3207",101,1,"",1,"","",19,1,5,3,"UW",2,"","important_spanish",5,"most_interested_qs"
"3208",101,1,"",1,"","",19,1,5,3,"UW",2,"","beautiful",3,"semi_affected_questions"
"3209",101,1,"",1,"","",19,1,5,3,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"3210",101,1,"",1,"","",19,1,5,3,"UW",2,"","smarter_two_languages",3,"semi_affected_questions"
"3211",101,1,"",1,"","",19,1,5,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3212",101,1,"",1,"","",19,1,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3213",101,1,"",1,"","",19,1,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3214",101,1,"",1,"","",19,1,5,3,"UW",2,"","like_langauges",4,"semi_affected_questions"
"3215",101,1,"",1,"","",19,1,5,3,"UW",2,"","interest_languages",3,"semi_affected_questions"
"3216",101,1,"",1,"","",19,1,5,3,"UW",2,"","like_spanish",4,"semi_affected_questions"
"3217",101,1,"",1,"","",19,1,5,3,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"3218",101,1,"",1,"","",19,1,5,3,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"3219",101,1,"",1,"","",19,1,5,3,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"3220",101,1,"",1,"","",19,1,5,3,"UW",2,"","outside_engagement",2,"least_affected_questions"
"3221",101,1,"",1,"","",19,1,5,3,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"3222",101,1,"",1,"","",19,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3223",101,1,"",1,"","",19,1,5,3,"UW",2,"","acceptable_mo2lingualism",3,NA
"3224",101,1,"",1,"","",19,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3225",101,1,"",1,"","",19,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3226",101,1,"",1,"","",19,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3227",101,1,"",1,"","",19,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3228",101,1,"",1,"","",19,1,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3229",101,1,"",1,"","",19,1,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3230",101,1,"",1,"","",19,1,5,3,"UW",2,"","become_bilingual.1",3,NA
"3231",101,1,"",1,"","",19,1,5,3,"UW",2,"","family_languages",2,NA
"3232",2,1,"",1,"","",19,1,5,3,"UW",2,"","fun_studying_languages",4,"semi_affected_questions"
"3233",2,1,"",1,"","",19,1,5,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3234",2,1,"",1,"","",19,1,5,3,"UW",2,"","interesting_spanish_cultures",4,"semi_affected_questions"
"3235",2,1,"",1,"","",19,1,5,3,"UW",2,"","interesting_studying_languages",5,"semi_affected_questions"
"3236",2,1,"",1,"","",19,1,5,3,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"3237",2,1,"",1,"","",19,1,5,3,"UW",2,"","valuable",5,"most_interested_qs"
"3238",2,1,"",1,"","",19,1,5,3,"UW",2,"","no_accent",4,"most_interested_qs"
"3239",2,1,"",1,"","",19,1,5,3,"UW",2,"","important_spanish",5,"most_interested_qs"
"3240",2,1,"",1,"","",19,1,5,3,"UW",2,"","beautiful",3,"semi_affected_questions"
"3241",2,1,"",1,"","",19,1,5,3,"UW",2,"","codeswitch_rude",3,"most_interested_qs"
"3242",2,1,"",1,"","",19,1,5,3,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"3243",2,1,"",1,"","",19,1,5,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3244",2,1,"",1,"","",19,1,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3245",2,1,"",1,"","",19,1,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3246",2,1,"",1,"","",19,1,5,3,"UW",2,"","like_langauges",5,"semi_affected_questions"
"3247",2,1,"",1,"","",19,1,5,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3248",2,1,"",1,"","",19,1,5,3,"UW",2,"","like_spanish",5,"semi_affected_questions"
"3249",2,1,"",1,"","",19,1,5,3,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"3250",2,1,"",1,"","",19,1,5,3,"UW",2,"","communicating_spanish_speakers",4,"semi_affected_questions"
"3251",2,1,"",1,"","",19,1,5,3,"UW",2,"","excited_spanish_class",5,"least_affected_questions"
"3252",2,1,"",1,"","",19,1,5,3,"UW",2,"","outside_engagement",4,"least_affected_questions"
"3253",2,1,"",1,"","",19,1,5,3,"UW",2,"","spanish_favorite_class",5,"least_affected_questions"
"3254",2,1,"",1,"","",19,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3255",2,1,"",1,"","",19,1,5,3,"UW",2,"","acceptable_mo2lingualism",3,NA
"3256",2,1,"",1,"","",19,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3257",2,1,"",1,"","",19,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3258",2,1,"",1,"","",19,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3259",2,1,"",1,"","",19,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3260",2,1,"",1,"","",19,1,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3261",2,1,"",1,"","",19,1,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3262",2,1,"",1,"","",19,1,5,3,"UW",2,"","become_bilingual.1",3,NA
"3263",2,1,"",1,"","",19,1,5,3,"UW",2,"","family_languages",2,NA
"3264",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"3265",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3266",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","interesting_spanish_cultures",3,"semi_affected_questions"
"3267",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","interesting_studying_languages",4,"semi_affected_questions"
"3268",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","difficult_classroom_learning",4,"least_affected_questions"
"3269",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","valuable",4,"most_interested_qs"
"3270",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","no_accent",4,"most_interested_qs"
"3271",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","important_spanish",2,"most_interested_qs"
"3272",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","beautiful",3,"semi_affected_questions"
"3273",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","codeswitch_rude",4,"most_interested_qs"
"3274",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"3275",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","started_younger",1,"semi_affected_questions"
"3276",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3277",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3278",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","like_langauges",3,"semi_affected_questions"
"3279",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3280",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","like_spanish",2,"semi_affected_questions"
"3281",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","like_hearing_spanish",2,"semi_affected_questions"
"3282",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","communicating_spanish_speakers",2,"semi_affected_questions"
"3283",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"3284",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","outside_engagement",2,"least_affected_questions"
"3285",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"3286",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3287",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","acceptable_mo2lingualism",2,NA
"3288",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3289",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3290",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3291",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3292",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","future_career",1,"directly_affected_questions"
"3293",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","effort",1,"directly_affected_questions"
"3294",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","become_bilingual.1",1,NA
"3295",103,2,"RU, LT",1,"","",18,1,5,3,"UW",2,"","family_languages",1,NA
"3296",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","fun_studying_languages",2,"semi_affected_questions"
"3297",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","boring_spanish_class",4,"semi_affected_questions"
"3298",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","interesting_spanish_cultures",3,"semi_affected_questions"
"3299",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","interesting_studying_languages",4,"semi_affected_questions"
"3300",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","difficult_classroom_learning",3,"least_affected_questions"
"3301",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","valuable",5,"most_interested_qs"
"3302",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","no_accent",4,"most_interested_qs"
"3303",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","important_spanish",5,"most_interested_qs"
"3304",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","beautiful",4,"semi_affected_questions"
"3305",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","codeswitch_rude",5,"most_interested_qs"
"3306",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","smarter_two_languages",5,"semi_affected_questions"
"3307",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","started_younger",5,"semi_affected_questions"
"3308",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","become_bilingual",5,"directly_affected_questions"
"3309",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","admire_multilinguals",5,"semi_affected_questions"
"3310",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","like_langauges",3,"semi_affected_questions"
"3311",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","interest_languages",5,"semi_affected_questions"
"3312",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","like_spanish",4,"semi_affected_questions"
"3313",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","like_hearing_spanish",4,"semi_affected_questions"
"3314",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","communicating_spanish_speakers",4,"semi_affected_questions"
"3315",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","excited_spanish_class",2,"least_affected_questions"
"3316",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","outside_engagement",3,"least_affected_questions"
"3317",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","spanish_favorite_class",2,"least_affected_questions"
"3318",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","worldview",1,"semi_affected_questions"
"3319",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","acceptable_mo2lingualism",3,NA
"3320",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","learn_2t_abroad",1,NA
"3321",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","multilingualism_asset",1,"directly_affected_questions"
"3322",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","schools_teach",1,"directly_affected_questions"
"3323",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","connect_with_people",1,"directly_affected_questions"
"3324",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","future_career",1,"directly_affected_questions"
"3325",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","effort",1,"directly_affected_questions"
"3326",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","become_bilingual.1",1,NA
"3327",104,2,"SP",1,"","",24,1,1,3,"NIU",1,"JP, ASL","family_languages",1,NA
"3328",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","fun_studying_languages",3,"semi_affected_questions"
"3329",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3330",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","interesting_spanish_cultures",4,"semi_affected_questions"
"3331",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","interesting_studying_languages",4,"semi_affected_questions"
"3332",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"3333",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","valuable",5,"most_interested_qs"
"3334",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","no_accent",3,"most_interested_qs"
"3335",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","important_spanish",3,"most_interested_qs"
"3336",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","beautiful",4,"semi_affected_questions"
"3337",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","codeswitch_rude",2,"most_interested_qs"
"3338",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"3339",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3340",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3341",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3342",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","like_langauges",5,"semi_affected_questions"
"3343",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3344",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","like_spanish",4,"semi_affected_questions"
"3345",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"3346",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"3347",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"3348",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","outside_engagement",3,"least_affected_questions"
"3349",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","spanish_favorite_class",2,"least_affected_questions"
"3350",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3351",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","acceptable_mo2lingualism",2,NA
"3352",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","learn_2t_abroad",1,NA
"3353",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3354",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3355",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"3356",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","future_career",3,"directly_affected_questions"
"3357",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","effort",1,"directly_affected_questions"
"3358",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","become_bilingual.1",1,NA
"3359",105,2,"SP",1,"","",19,1,1,3,"UW",2,"","family_languages",1,NA
"3360",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","fun_studying_languages",3,"semi_affected_questions"
"3361",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"3362",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","interesting_spanish_cultures",5,"semi_affected_questions"
"3363",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","interesting_studying_languages",4,"semi_affected_questions"
"3364",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"3365",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","valuable",5,"most_interested_qs"
"3366",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","no_accent",5,"most_interested_qs"
"3367",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","important_spanish",5,"most_interested_qs"
"3368",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","beautiful",4,"semi_affected_questions"
"3369",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","codeswitch_rude",4,"most_interested_qs"
"3370",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"3371",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","started_younger",5,"semi_affected_questions"
"3372",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"3373",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"3374",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","like_langauges",5,"semi_affected_questions"
"3375",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","interest_languages",5,"semi_affected_questions"
"3376",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","like_spanish",5,"semi_affected_questions"
"3377",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"3378",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","communicating_spanish_speakers",4,"semi_affected_questions"
"3379",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"3380",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","outside_engagement",2,"least_affected_questions"
"3381",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"3382",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","worldview",1,"semi_affected_questions"
"3383",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","acceptable_mo2lingualism",2,NA
"3384",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","learn_2t_abroad",1,NA
"3385",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"3386",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","schools_teach",1,"directly_affected_questions"
"3387",106,2,"SP",1.5,"SP","",18,1,5,3,"UW",2,"","connect_with_people",1,"directly_affected_questions"
