"","participant_number","version","family_languages.1","english_first_language","eng_first_language_and_other","eng_not_first_language","age","gender","years_studying_spanish","current_class","university","other_language_study","other_languages","prompt","rating","question_type"
"1516",48,2,"",1,"","",20,1,1,2,"UW",2,"","become_bilingual",4,"directly_affected_questions"
"1517",48,2,"",1,"","",20,1,1,2,"UW",2,"","admire_multilinguals",4,"semi_affected_questions"
"1518",48,2,"",1,"","",20,1,1,2,"UW",2,"","like_langauges",1,"semi_affected_questions"
"1519",48,2,"",1,"","",20,1,1,2,"UW",2,"","interest_languages",2,"semi_affected_questions"
"1520",48,2,"",1,"","",20,1,1,2,"UW",2,"","like_spanish",2,"semi_affected_questions"
"1521",48,2,"",1,"","",20,1,1,2,"UW",2,"","like_hearing_spanish",2,"semi_affected_questions"
"1522",48,2,"",1,"","",20,1,1,2,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"1523",48,2,"",1,"","",20,1,1,2,"UW",2,"","excited_spanish_class",2,"least_affected_questions"
"1524",48,2,"",1,"","",20,1,1,2,"UW",2,"","outside_engagement",3,"least_affected_questions"
"1525",48,2,"",1,"","",20,1,1,2,"UW",2,"","spanish_favorite_class",2,"least_affected_questions"
"1526",48,2,"",1,"","",20,1,1,2,"UW",2,"","worldview",2,"semi_affected_questions"
"1527",48,2,"",1,"","",20,1,1,2,"UW",2,"","acceptable_mo2lingualism",2,NA
"1528",48,2,"",1,"","",20,1,1,2,"UW",2,"","learn_2t_abroad",3,NA
"1529",48,2,"",1,"","",20,1,1,2,"UW",2,"","multilingualism_asset",3,"directly_affected_questions"
"1530",48,2,"",1,"","",20,1,1,2,"UW",2,"","schools_teach",3,"directly_affected_questions"
"1531",48,2,"",1,"","",20,1,1,2,"UW",2,"","connect_with_people",2,"directly_affected_questions"
"1532",48,2,"",1,"","",20,1,1,2,"UW",2,"","future_career",2,"directly_affected_questions"
"1533",48,2,"",1,"","",20,1,1,2,"UW",2,"","effort",3,"directly_affected_questions"
"1534",48,2,"",1,"","",20,1,1,2,"UW",2,"","become_bilingual.1",3,NA
"1535",48,2,"",1,"","",20,1,1,2,"UW",2,"","family_languages",2,NA
"1536",49,2,"",1,"","",20,1,3,2,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"1537",49,2,"",1,"","",20,1,3,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1538",49,2,"",1,"","",20,1,3,2,"UW",2,"","interesting_spanish_cultures",4,"semi_affected_questions"
"1539",49,2,"",1,"","",20,1,3,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1540",49,2,"",1,"","",20,1,3,2,"UW",2,"","difficult_classroom_learning",2,"least_affected_questions"
"1541",49,2,"",1,"","",20,1,3,2,"UW",2,"","valuable",5,"most_interested_qs"
"1542",49,2,"",1,"","",20,1,3,2,"UW",2,"","no_accent",5,"most_interested_qs"
"1543",49,2,"",1,"","",20,1,3,2,"UW",2,"","important_spanish",5,"most_interested_qs"
"1544",49,2,"",1,"","",20,1,3,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1545",49,2,"",1,"","",20,1,3,2,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"1546",49,2,"",1,"","",20,1,3,2,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"1547",49,2,"",1,"","",20,1,3,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1548",49,2,"",1,"","",20,1,3,2,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"1549",49,2,"",1,"","",20,1,3,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1550",49,2,"",1,"","",20,1,3,2,"UW",2,"","like_langauges",4,"semi_affected_questions"
"1551",49,2,"",1,"","",20,1,3,2,"UW",2,"","interest_languages",5,"semi_affected_questions"
"1552",49,2,"",1,"","",20,1,3,2,"UW",2,"","like_spanish",4,"semi_affected_questions"
"1553",49,2,"",1,"","",20,1,3,2,"UW",2,"","like_hearing_spanish",4,"semi_affected_questions"
"1554",49,2,"",1,"","",20,1,3,2,"UW",2,"","communicating_spanish_speakers",4,"semi_affected_questions"
"1555",49,2,"",1,"","",20,1,3,2,"UW",2,"","excited_spanish_class",2,"least_affected_questions"
"1556",49,2,"",1,"","",20,1,3,2,"UW",2,"","outside_engagement",3,"least_affected_questions"
"1557",49,2,"",1,"","",20,1,3,2,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"1558",49,2,"",1,"","",20,1,3,2,"UW",2,"","worldview",1,"semi_affected_questions"
"1559",49,2,"",1,"","",20,1,3,2,"UW",2,"","acceptable_mo2lingualism",2,NA
"1560",49,2,"",1,"","",20,1,3,2,"UW",2,"","learn_2t_abroad",1,NA
"1561",49,2,"",1,"","",20,1,3,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1562",49,2,"",1,"","",20,1,3,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1563",49,2,"",1,"","",20,1,3,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1564",49,2,"",1,"","",20,1,3,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1565",49,2,"",1,"","",20,1,3,2,"UW",2,"","effort",1,"directly_affected_questions"
"1566",49,2,"",1,"","",20,1,3,2,"UW",2,"","become_bilingual.1",1,NA
"1567",49,2,"",1,"","",20,1,3,2,"UW",2,"","family_languages",2,NA
"1568",50,2,"",1,"","",18,1,4,2,"UW",2,"","fun_studying_languages",1,"semi_affected_questions"
"1569",50,2,"",1,"","",18,1,4,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1570",50,2,"",1,"","",18,1,4,2,"UW",2,"","interesting_spanish_cultures",2,"semi_affected_questions"
"1571",50,2,"",1,"","",18,1,4,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1572",50,2,"",1,"","",18,1,4,2,"UW",2,"","difficult_classroom_learning",2,"least_affected_questions"
"1573",50,2,"",1,"","",18,1,4,2,"UW",2,"","valuable",5,"most_interested_qs"
"1574",50,2,"",1,"","",18,1,4,2,"UW",2,"","no_accent",3,"most_interested_qs"
"1575",50,2,"",1,"","",18,1,4,2,"UW",2,"","important_spanish",3,"most_interested_qs"
"1576",50,2,"",1,"","",18,1,4,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1577",50,2,"",1,"","",18,1,4,2,"UW",2,"","codeswitch_rude",4,"most_interested_qs"
"1578",50,2,"",1,"","",18,1,4,2,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"1579",50,2,"",1,"","",18,1,4,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1580",50,2,"",1,"","",18,1,4,2,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"1581",50,2,"",1,"","",18,1,4,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1582",50,2,"",1,"","",18,1,4,2,"UW",2,"","like_langauges",3,"semi_affected_questions"
"1583",50,2,"",1,"","",18,1,4,2,"UW",2,"","interest_languages",4,"semi_affected_questions"
"1584",50,2,"",1,"","",18,1,4,2,"UW",2,"","like_spanish",3,"semi_affected_questions"
"1585",50,2,"",1,"","",18,1,4,2,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"1586",50,2,"",1,"","",18,1,4,2,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"1587",50,2,"",1,"","",18,1,4,2,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"1588",50,2,"",1,"","",18,1,4,2,"UW",2,"","outside_engagement",2,"least_affected_questions"
"1589",50,2,"",1,"","",18,1,4,2,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"1590",50,2,"",1,"","",18,1,4,2,"UW",2,"","worldview",1,"semi_affected_questions"
"1591",50,2,"",1,"","",18,1,4,2,"UW",2,"","acceptable_mo2lingualism",2,NA
"1592",50,2,"",1,"","",18,1,4,2,"UW",2,"","learn_2t_abroad",1,NA
"1593",50,2,"",1,"","",18,1,4,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1594",50,2,"",1,"","",18,1,4,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1595",50,2,"",1,"","",18,1,4,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1596",50,2,"",1,"","",18,1,4,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1597",50,2,"",1,"","",18,1,4,2,"UW",2,"","effort",1,"directly_affected_questions"
"1598",50,2,"",1,"","",18,1,4,2,"UW",2,"","become_bilingual.1",1,NA
"1599",50,2,"",1,"","",18,1,4,2,"UW",2,"","family_languages",2,NA
"1600",51,2,"",1,"","",18,2,4,2,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"1601",51,2,"",1,"","",18,2,4,2,"UW",2,"","boring_spanish_class",2,"semi_affected_questions"
"1602",51,2,"",1,"","",18,2,4,2,"UW",2,"","interesting_spanish_cultures",3,"semi_affected_questions"
"1603",51,2,"",1,"","",18,2,4,2,"UW",2,"","interesting_studying_languages",2,"semi_affected_questions"
"1604",51,2,"",1,"","",18,2,4,2,"UW",2,"","difficult_classroom_learning",2,"least_affected_questions"
"1605",51,2,"",1,"","",18,2,4,2,"UW",2,"","valuable",5,"most_interested_qs"
"1606",51,2,"",1,"","",18,2,4,2,"UW",2,"","no_accent",3,"most_interested_qs"
"1607",51,2,"",1,"","",18,2,4,2,"UW",2,"","important_spanish",5,"most_interested_qs"
"1608",51,2,"",1,"","",18,2,4,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1609",51,2,"",1,"","",18,2,4,2,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"1610",51,2,"",1,"","",18,2,4,2,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"1611",51,2,"",1,"","",18,2,4,2,"UW",2,"","started_younger",3,"semi_affected_questions"
"1612",51,2,"",1,"","",18,2,4,2,"UW",2,"","become_bilingual",3,"directly_affected_questions"
"1613",51,2,"",1,"","",18,2,4,2,"UW",2,"","admire_multilinguals",4,"semi_affected_questions"
"1614",51,2,"",1,"","",18,2,4,2,"UW",2,"","like_langauges",2,"semi_affected_questions"
"1615",51,2,"",1,"","",18,2,4,2,"UW",2,"","interest_languages",2,"semi_affected_questions"
"1616",51,2,"",1,"","",18,2,4,2,"UW",2,"","like_spanish",2,"semi_affected_questions"
"1617",51,2,"",1,"","",18,2,4,2,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"1618",51,2,"",1,"","",18,2,4,2,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"1619",51,2,"",1,"","",18,2,4,2,"UW",2,"","excited_spanish_class",1,"least_affected_questions"
"1620",51,2,"",1,"","",18,2,4,2,"UW",2,"","outside_engagement",2,"least_affected_questions"
"1621",51,2,"",1,"","",18,2,4,2,"UW",2,"","spanish_favorite_class",1,"least_affected_questions"
"1622",51,2,"",1,"","",18,2,4,2,"UW",2,"","worldview",3,"semi_affected_questions"
"1623",51,2,"",1,"","",18,2,4,2,"UW",2,"","acceptable_mo2lingualism",2,NA
"1624",51,2,"",1,"","",18,2,4,2,"UW",2,"","learn_2t_abroad",1,NA
"1625",51,2,"",1,"","",18,2,4,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1626",51,2,"",1,"","",18,2,4,2,"UW",2,"","schools_teach",3,"directly_affected_questions"
"1627",51,2,"",1,"","",18,2,4,2,"UW",2,"","connect_with_people",3,"directly_affected_questions"
"1628",51,2,"",1,"","",18,2,4,2,"UW",2,"","future_career",3,"directly_affected_questions"
"1629",51,2,"",1,"","",18,2,4,2,"UW",2,"","effort",3,"directly_affected_questions"
"1630",51,2,"",1,"","",18,2,4,2,"UW",2,"","become_bilingual.1",2,NA
"1631",51,2,"",1,"","",18,2,4,2,"UW",2,"","family_languages",2,NA
"1632",52,2,"",1,"","",21,1,4,2,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"1633",52,2,"",1,"","",21,1,4,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1634",52,2,"",1,"","",21,1,4,2,"UW",2,"","interesting_spanish_cultures",5,"semi_affected_questions"
"1635",52,2,"",1,"","",21,1,4,2,"UW",2,"","interesting_studying_languages",4,"semi_affected_questions"
"1636",52,2,"",1,"","",21,1,4,2,"UW",2,"","difficult_classroom_learning",1,"least_affected_questions"
"1637",52,2,"",1,"","",21,1,4,2,"UW",2,"","valuable",5,"most_interested_qs"
"1638",52,2,"",1,"","",21,1,4,2,"UW",2,"","no_accent",4,"most_interested_qs"
"1639",52,2,"",1,"","",21,1,4,2,"UW",2,"","important_spanish",4,"most_interested_qs"
"1640",52,2,"",1,"","",21,1,4,2,"UW",2,"","beautiful",5,"semi_affected_questions"
"1641",52,2,"",1,"","",21,1,4,2,"UW",2,"","codeswitch_rude",4,"most_interested_qs"
"1642",52,2,"",1,"","",21,1,4,2,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"1643",52,2,"",1,"","",21,1,4,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1644",52,2,"",1,"","",21,1,4,2,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"1645",52,2,"",1,"","",21,1,4,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1646",52,2,"",1,"","",21,1,4,2,"UW",2,"","like_langauges",3,"semi_affected_questions"
"1647",52,2,"",1,"","",21,1,4,2,"UW",2,"","interest_languages",3,"semi_affected_questions"
"1648",52,2,"",1,"","",21,1,4,2,"UW",2,"","like_spanish",3,"semi_affected_questions"
"1649",52,2,"",1,"","",21,1,4,2,"UW",2,"","like_hearing_spanish",2,"semi_affected_questions"
"1650",52,2,"",1,"","",21,1,4,2,"UW",2,"","communicating_spanish_speakers",2,"semi_affected_questions"
"1651",52,2,"",1,"","",21,1,4,2,"UW",2,"","excited_spanish_class",1,"least_affected_questions"
"1652",52,2,"",1,"","",21,1,4,2,"UW",2,"","outside_engagement",1,"least_affected_questions"
"1653",52,2,"",1,"","",21,1,4,2,"UW",2,"","spanish_favorite_class",1,"least_affected_questions"
"1654",52,2,"",1,"","",21,1,4,2,"UW",2,"","worldview",1,"semi_affected_questions"
"1655",52,2,"",1,"","",21,1,4,2,"UW",2,"","acceptable_mo2lingualism",3,NA
"1656",52,2,"",1,"","",21,1,4,2,"UW",2,"","learn_2t_abroad",1,NA
"1657",52,2,"",1,"","",21,1,4,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1658",52,2,"",1,"","",21,1,4,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1659",52,2,"",1,"","",21,1,4,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1660",52,2,"",1,"","",21,1,4,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1661",52,2,"",1,"","",21,1,4,2,"UW",2,"","effort",1,"directly_affected_questions"
"1662",52,2,"",1,"","",21,1,4,2,"UW",2,"","become_bilingual.1",1,NA
"1663",52,2,"",1,"","",21,1,4,2,"UW",2,"","family_languages",2,NA
"1664",53,2,"",1,"","",20,1,4,2,"UW",2,"","fun_studying_languages",1,"semi_affected_questions"
"1665",53,2,"",1,"","",20,1,4,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1666",53,2,"",1,"","",20,1,4,2,"UW",2,"","interesting_spanish_cultures",3,"semi_affected_questions"
"1667",53,2,"",1,"","",20,1,4,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1668",53,2,"",1,"","",20,1,4,2,"UW",2,"","difficult_classroom_learning",2,"least_affected_questions"
"1669",53,2,"",1,"","",20,1,4,2,"UW",2,"","valuable",5,"most_interested_qs"
"1670",53,2,"",1,"","",20,1,4,2,"UW",2,"","no_accent",5,"most_interested_qs"
"1671",53,2,"",1,"","",20,1,4,2,"UW",2,"","important_spanish",3,"most_interested_qs"
"1672",53,2,"",1,"","",20,1,4,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1673",53,2,"",1,"","",20,1,4,2,"UW",2,"","codeswitch_rude",4,"most_interested_qs"
"1674",53,2,"",1,"","",20,1,4,2,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"1675",53,2,"",1,"","",20,1,4,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1676",53,2,"",1,"","",20,1,4,2,"UW",2,"","become_bilingual",4,"directly_affected_questions"
"1677",53,2,"",1,"","",20,1,4,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1678",53,2,"",1,"","",20,1,4,2,"UW",2,"","like_langauges",1,"semi_affected_questions"
"1679",53,2,"",1,"","",20,1,4,2,"UW",2,"","interest_languages",3,"semi_affected_questions"
"1680",53,2,"",1,"","",20,1,4,2,"UW",2,"","like_spanish",3,"semi_affected_questions"
"1681",53,2,"",1,"","",20,1,4,2,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"1682",53,2,"",1,"","",20,1,4,2,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"1683",53,2,"",1,"","",20,1,4,2,"UW",2,"","excited_spanish_class",1,"least_affected_questions"
"1684",53,2,"",1,"","",20,1,4,2,"UW",2,"","outside_engagement",2,"least_affected_questions"
"1685",53,2,"",1,"","",20,1,4,2,"UW",2,"","spanish_favorite_class",2,"least_affected_questions"
"1686",53,2,"",1,"","",20,1,4,2,"UW",2,"","worldview",3,"semi_affected_questions"
"1687",53,2,"",1,"","",20,1,4,2,"UW",2,"","acceptable_mo2lingualism",3,NA
"1688",53,2,"",1,"","",20,1,4,2,"UW",2,"","learn_2t_abroad",3,NA
"1689",53,2,"",1,"","",20,1,4,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1690",53,2,"",1,"","",20,1,4,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1691",53,2,"",1,"","",20,1,4,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1692",53,2,"",1,"","",20,1,4,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1693",53,2,"",1,"","",20,1,4,2,"UW",2,"","effort",3,"directly_affected_questions"
"1694",53,2,"",1,"","",20,1,4,2,"UW",2,"","become_bilingual.1",1,NA
"1695",53,2,"",1,"","",20,1,4,2,"UW",2,"","family_languages",2,NA
"1696",54,2,"",1,"","",18,1,1,2,"UW",2,"","fun_studying_languages",3,"semi_affected_questions"
"1697",54,2,"",1,"","",18,1,1,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1698",54,2,"",1,"","",18,1,1,2,"UW",2,"","interesting_spanish_cultures",4,"semi_affected_questions"
"1699",54,2,"",1,"","",18,1,1,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1700",54,2,"",1,"","",18,1,1,2,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"1701",54,2,"",1,"","",18,1,1,2,"UW",2,"","valuable",5,"most_interested_qs"
"1702",54,2,"",1,"","",18,1,1,2,"UW",2,"","no_accent",5,"most_interested_qs"
"1703",54,2,"",1,"","",18,1,1,2,"UW",2,"","important_spanish",3,"most_interested_qs"
"1704",54,2,"",1,"","",18,1,1,2,"UW",2,"","beautiful",5,"semi_affected_questions"
"1705",54,2,"",1,"","",18,1,1,2,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"1706",54,2,"",1,"","",18,1,1,2,"UW",2,"","smarter_two_languages",1,"semi_affected_questions"
"1707",54,2,"",1,"","",18,1,1,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1708",54,2,"",1,"","",18,1,1,2,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"1709",54,2,"",1,"","",18,1,1,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1710",54,2,"",1,"","",18,1,1,2,"UW",2,"","like_langauges",4,"semi_affected_questions"
"1711",54,2,"",1,"","",18,1,1,2,"UW",2,"","interest_languages",5,"semi_affected_questions"
"1712",54,2,"",1,"","",18,1,1,2,"UW",2,"","like_spanish",4,"semi_affected_questions"
"1713",54,2,"",1,"","",18,1,1,2,"UW",2,"","like_hearing_spanish",5,"semi_affected_questions"
"1714",54,2,"",1,"","",18,1,1,2,"UW",2,"","communicating_spanish_speakers",2,"semi_affected_questions"
"1715",54,2,"",1,"","",18,1,1,2,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"1716",54,2,"",1,"","",18,1,1,2,"UW",2,"","outside_engagement",3,"least_affected_questions"
"1717",54,2,"",1,"","",18,1,1,2,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"1718",54,2,"",1,"","",18,1,1,2,"UW",2,"","worldview",3,"semi_affected_questions"
"1719",54,2,"",1,"","",18,1,1,2,"UW",2,"","acceptable_mo2lingualism",3,NA
"1720",54,2,"",1,"","",18,1,1,2,"UW",2,"","learn_2t_abroad",1,NA
"1721",54,2,"",1,"","",18,1,1,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1722",54,2,"",1,"","",18,1,1,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1723",54,2,"",1,"","",18,1,1,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1724",54,2,"",1,"","",18,1,1,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1725",54,2,"",1,"","",18,1,1,2,"UW",2,"","effort",1,"directly_affected_questions"
"1726",54,2,"",1,"","",18,1,1,2,"UW",2,"","become_bilingual.1",1,NA
"1727",54,2,"",1,"","",18,1,1,2,"UW",2,"","family_languages",2,NA
"1728",55,2,"",1,"","",19,1,1,2,"UW",2,"","fun_studying_languages",1,"semi_affected_questions"
"1729",55,2,"",1,"","",19,1,1,2,"UW",2,"","boring_spanish_class",5,"semi_affected_questions"
"1730",55,2,"",1,"","",19,1,1,2,"UW",2,"","interesting_spanish_cultures",3,"semi_affected_questions"
"1731",55,2,"",1,"","",19,1,1,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1732",55,2,"",1,"","",19,1,1,2,"UW",2,"","difficult_classroom_learning",1,"least_affected_questions"
"1733",55,2,"",1,"","",19,1,1,2,"UW",2,"","valuable",5,"most_interested_qs"
"1734",55,2,"",1,"","",19,1,1,2,"UW",2,"","no_accent",4,"most_interested_qs"
"1735",55,2,"",1,"","",19,1,1,2,"UW",2,"","important_spanish",4,"most_interested_qs"
"1736",55,2,"",1,"","",19,1,1,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1737",55,2,"",1,"","",19,1,1,2,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"1738",55,2,"",1,"","",19,1,1,2,"UW",2,"","smarter_two_languages",5,"semi_affected_questions"
"1739",55,2,"",1,"","",19,1,1,2,"UW",2,"","started_younger",5,"semi_affected_questions"
"1740",55,2,"",1,"","",19,1,1,2,"UW",2,"","become_bilingual",3,"directly_affected_questions"
"1741",55,2,"",1,"","",19,1,1,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1742",55,2,"",1,"","",19,1,1,2,"UW",2,"","like_langauges",2,"semi_affected_questions"
"1743",55,2,"",1,"","",19,1,1,2,"UW",2,"","interest_languages",3,"semi_affected_questions"
"1744",55,2,"",1,"","",19,1,1,2,"UW",2,"","like_spanish",3,"semi_affected_questions"
"1745",55,2,"",1,"","",19,1,1,2,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"1746",55,2,"",1,"","",19,1,1,2,"UW",2,"","communicating_spanish_speakers",3,"semi_affected_questions"
"1747",55,2,"",1,"","",19,1,1,2,"UW",2,"","excited_spanish_class",2,"least_affected_questions"
"1748",55,2,"",1,"","",19,1,1,2,"UW",2,"","outside_engagement",2,"least_affected_questions"
"1749",55,2,"",1,"","",19,1,1,2,"UW",2,"","spanish_favorite_class",1,"least_affected_questions"
"1750",55,2,"",1,"","",19,1,1,2,"UW",2,"","worldview",1,"semi_affected_questions"
"1751",55,2,"",1,"","",19,1,1,2,"UW",2,"","acceptable_mo2lingualism",4,NA
"1752",55,2,"",1,"","",19,1,1,2,"UW",2,"","learn_2t_abroad",1,NA
"1753",55,2,"",1,"","",19,1,1,2,"UW",2,"","multilingualism_asset",1,"directly_affected_questions"
"1754",55,2,"",1,"","",19,1,1,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1755",55,2,"",1,"","",19,1,1,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1756",55,2,"",1,"","",19,1,1,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1757",55,2,"",1,"","",19,1,1,2,"UW",2,"","effort",1,"directly_affected_questions"
"1758",55,2,"",1,"","",19,1,1,2,"UW",2,"","become_bilingual.1",3,NA
"1759",55,2,"",1,"","",19,1,1,2,"UW",2,"","family_languages",2,NA
"1760",56,2,"",1,"","",18,1,3,2,"UW",2,"","fun_studying_languages",2,"semi_affected_questions"
"1761",56,2,"",1,"","",18,1,3,2,"UW",2,"","boring_spanish_class",4,"semi_affected_questions"
"1762",56,2,"",1,"","",18,1,3,2,"UW",2,"","interesting_spanish_cultures",3,"semi_affected_questions"
"1763",56,2,"",1,"","",18,1,3,2,"UW",2,"","interesting_studying_languages",3,"semi_affected_questions"
"1764",56,2,"",1,"","",18,1,3,2,"UW",2,"","difficult_classroom_learning",3,"least_affected_questions"
"1765",56,2,"",1,"","",18,1,3,2,"UW",2,"","valuable",4,"most_interested_qs"
"1766",56,2,"",1,"","",18,1,3,2,"UW",2,"","no_accent",4,"most_interested_qs"
"1767",56,2,"",1,"","",18,1,3,2,"UW",2,"","important_spanish",3,"most_interested_qs"
"1768",56,2,"",1,"","",18,1,3,2,"UW",2,"","beautiful",4,"semi_affected_questions"
"1769",56,2,"",1,"","",18,1,3,2,"UW",2,"","codeswitch_rude",5,"most_interested_qs"
"1770",56,2,"",1,"","",18,1,3,2,"UW",2,"","smarter_two_languages",4,"semi_affected_questions"
"1771",56,2,"",1,"","",18,1,3,2,"UW",2,"","started_younger",4,"semi_affected_questions"
"1772",56,2,"",1,"","",18,1,3,2,"UW",2,"","become_bilingual",5,"directly_affected_questions"
"1773",56,2,"",1,"","",18,1,3,2,"UW",2,"","admire_multilinguals",5,"semi_affected_questions"
"1774",56,2,"",1,"","",18,1,3,2,"UW",2,"","like_langauges",3,"semi_affected_questions"
"1775",56,2,"",1,"","",18,1,3,2,"UW",2,"","interest_languages",3,"semi_affected_questions"
"1776",56,2,"",1,"","",18,1,3,2,"UW",2,"","like_spanish",4,"semi_affected_questions"
"1777",56,2,"",1,"","",18,1,3,2,"UW",2,"","like_hearing_spanish",3,"semi_affected_questions"
"1778",56,2,"",1,"","",18,1,3,2,"UW",2,"","communicating_spanish_speakers",2,"semi_affected_questions"
"1779",56,2,"",1,"","",18,1,3,2,"UW",2,"","excited_spanish_class",3,"least_affected_questions"
"1780",56,2,"",1,"","",18,1,3,2,"UW",2,"","outside_engagement",2,"least_affected_questions"
"1781",56,2,"",1,"","",18,1,3,2,"UW",2,"","spanish_favorite_class",3,"least_affected_questions"
"1782",56,2,"",1,"","",18,1,3,2,"UW",2,"","worldview",1,"semi_affected_questions"
"1783",56,2,"",1,"","",18,1,3,2,"UW",2,"","acceptable_mo2lingualism",2,NA
"1784",56,2,"",1,"","",18,1,3,2,"UW",2,"","learn_2t_abroad",1,NA
"1785",56,2,"",1,"","",18,1,3,2,"UW",2,"","multilingualism_asset",4,"directly_affected_questions"
"1786",56,2,"",1,"","",18,1,3,2,"UW",2,"","schools_teach",1,"directly_affected_questions"
"1787",56,2,"",1,"","",18,1,3,2,"UW",2,"","connect_with_people",1,"directly_affected_questions"
"1788",56,2,"",1,"","",18,1,3,2,"UW",2,"","future_career",1,"directly_affected_questions"
"1789",56,2,"",1,"","",18,1,3,2,"UW",2,"","effort",1,"directly_affected_questions"
"1790",56,2,"",1,"","",18,1,3,2,"UW",2,"","become_bilingual.1",1,NA
"1791",56,2,"",1,"","",18,1,3,2,"UW",2,"","family_languages",2,NA
